lat_deg,lon_deg,access_fraction,max_gap_s,num_complete_passes,longest_pass_s,peak_elevation_deg
67.5,130.0,0.8051782991047248,8485.485471631448,27,37903.929183302665,70.59244769497955
67.5,132.5,0.8063953626784427,8434.862550011629,27,37829.070849527954,69.4990282079208
67.5,135.0,0.8076176881158326,8383.558622597058,27,37748.97628040172,68.4113366689919
67.5,137.5,0.8088365334735419,8332.275857323184,27,37663.36157143362,67.33041632458617
67.5,140.0,0.8100432725654887,8281.0501242869,27,37572.44628787447,66.25720611385442
67.5,142.5,0.8112274608357248,8230.248968079322,27,37476.15906486378,65.19256296806276
67.5,145.0,0.8123802000965894,8180.620770054469,27,37374.26125843107,64.13727838874034
67.5,147.5,0.8134936661774477,8132.369551611082,27,37266.628391637045,63.0920909268491
67.5,150.0,0.814558532433951,8085.87543072824,27,37153.13702649389,62.05769568426748
67.5,152.5,0.8155661576712052,8041.474896542659,27,37033.92259933236,61.034751623958535
67.5,155.0,0.8165092466560603,7999.808682932078,27,36908.94281053265,60.02388724781007
67.5,157.5,0.8173811805348503,7960.975923836362,27,36777.97960317272,59.02570504451867
67.5,160.0,0.8181750698930381,7925.253148486467,27,36641.214665921856,58.04078500054663
67.5,162.5,0.8188836968378641,7892.887395076243,27,36498.60672611518,57.06968738986279
67.5,165.0,0.819501560582288,7864.184165236966,27,36350.28077247713,56.11295500285535
67.5,167.5,0.8200252716885322,7839.842697230884,27,36196.08050997401,55.171114934773755
67.5,170.0,0.8204502473536586,7819.464553898881,27,36036.41287250868,54.2446800247933
67.5,172.5,0.82077303763684,7803.3665380735765,27,35871.45475818512,53.334150015195085
67.5,175.0,0.8209893849555057,7791.892507940451,27,35700.740351865796,52.44001248406827
67.5,177.5,0.8211015072691573,7785.036378769411,27,35525.18335815378,51.562743592866966
67.5,180.0,0.8211044283197932,7784.594198981766,27,35519.10140788439,51.47571503567858
67.5,182.5,0.8210007598456298,7790.860454225913,27,35695.11401688843,52.35126650952822
67.5,185.0,0.8207909452660651,7802.134887072258,27,35865.60395630612,53.24373377628635
67.5,187.5,0.8204745209019716,7817.521349559305,27,36031.05124773341,54.152641784327294
67.5,190.0,0.8200570586824848,7837.525938697159,27,36190.813478422584,55.077504131422224
67.5,192.5,0.819540553946,7861.679169748211,27,36345.24250199832,56.01782233383297
67.5,195.0,0.8189278337267277,7889.8269295291975,27,36493.787647448014,56.97308491385799
67.5,197.5,0.8182245184775971,7921.848866599612,27,36636.39592290879,57.94276626553161
67.5,200.0,0.8174365524267168,7957.241284981603,27,36773.293178812135,58.926325246439596
67.5,202.5,0.8165701255771134,7995.790486124577,27,36904.39765165397,59.92320342799084
67.5,205.0,0.815631466708164,8037.358824283816,27,37029.66758005391,60.93282291552052
67.5,207.5,0.8146273302971182,8081.446873425739,27,37149.1009810823,61.95458362122586
67.5,210.0,0.8135657483484943,8127.700319595868,27,37262.734777566744,62.98785983416061
67.5,212.5,0.8124557064957925,8175.72982658376,27,37370.643241387326,64.03199587798306
67.5,215.0,0.8113051141758998,8225.373145759106,27,37472.802335769404,65.08630057242678
67.5,217.5,0.8101220884146966,8275.956803779583,27,37569.278877891134,66.1500401089128
67.5,220.0,0.8089169656634673,8326.98850977351,27,37660.38827922684,67.22242879974073
67.5,222.5,0.8076988597859459,8378.400378313148,27,37746.25541955209,68.30261694139735
67.5,225.0,0.806475532693617,8429.748165746685,27,37826.413618821185,69.38967471057813
67.5,227.5,0.8052580037537564,8480.449204312637,27,37901.478431767784,70.4825705307439
67.5,230.0,0.8040547522811721,8530.024758237181,27,37971.663430923596,71.58014161741431
67.5,232.5,0.8028747087243425,8578.552848387975,27,38036.36997729028,72.68105328414988
67.5,235.0,0.8017273922292334,8625.123201122973,27,38096.584148878464,73.78374182161198
67.5,237.5,0.800620683004484,8669.710395181552,27,38151.5835485626,74.88633293070907
67.5,240.0,0.7995641089241926,8711.830386920134,27,38202.17395291291,75.98652307750115
67.5,242.5,0.7985642154841324,8751.053201613482,27,38247.92480208655,77.08140349081125
67.5,245.0,0.7976293758271319,8787.563793398906,27,38289.02986243437,78.16719366700812
67.5,247.5,0.7967666277831885,8820.594064770266,27,38325.73251303192,79.23882946481496
67.5,250.0,0.7959817592880976,8849.89907683502,27,38357.97916674893,80.28931422058766
67.5,252.5,0.7952815213009867,8875.32766212523,27,38385.96658460121,81.30868206015998
67.5,255.0,0.7946707812914703,8897.063378177118,27,38409.56156051601,82.28233851121217
67.5,257.5,0.7941541205140005,8914.402614976512,27,38428.727016928606,83.18847411546463
67.5,260.0,0.7937349970243397,8927.46044306364,27,38443.69408686366,83.99440643230174
67.5,262.5,0.7934172120174835,8936.065541902324,27,38454.51607839437,84.65282840936244
67.5,265.0,0.7932026321123553,8940.112502051285,27,38461.18502501701,85.10244916162713
67.5,267.5,0.7930932477220365,8940.400241744588,27,38463.764506462845,85.28227071238996
67.5,270.0,0.7930897157424194,8940.421500261175,27,38463.910655298794,85.28363684793183
67.5,272.5,0.7931921217474729,8940.199051210191,27,38461.50332988036,85.12349851389702
67.5,275.0,0.7933996684076225,8936.470805003933,27,38455.13743201156,84.69019411398757
67.5,277.5,0.7937106783884696,8928.208913432267,27,38444.61731606467,84.04372444833089
67.5,280.0,0.7941229269304032,8915.431892890709,27,38429.94744041896,83.24601509898677
67.5,282.5,0.7946331457220009,8898.406290246596,27,38410.82570085293,82.34542392321025
67.5,285.0,0.7952376223697784,8877.055944315609,27,38387.53196319091,81.3755087778107
67.5,287.5,0.7959323831453767,8851.668758734158,27,38360.08653315622,80.35868224472357
67.5,290.0,0.796711598055121,8822.566301986619,27,38328.19549315699,79.30992912100652
67.5,292.5,0.7975692402113499,8789.847466224666,27,38291.55068146014,78.23946480459233
67.5,295.0,0.7984995281031727,8753.706341514233,27,38250.73844888246,77.15444695974585
67.5,297.5,0.7994950939345131,8714.46097858801,27,38205.41354739203,76.06004553283763
67.5,300.0,0.8005485946549428,8672.588073769715,27,38155.06581730685,74.96011208136784
67.5,302.5,0.8016517576111508,8628.055768666316,27,38100.54727336591,73.85760416859952
67.5,305.0,0.802797003944857,8581.7564731132,27,38040.52467735606,72.75485956933296
67.5,307.5,0.8039746287854617,8533.303536126317,27,37976.20782972991,71.65377711346792
67.5,310.0,0.805176932681716,8483.810345339327,27,37906.300053653715,70.55593842991817
